zip_code,total_population,total_population_male,total_population_female,median_age,under_18,age_18_and_over,age_65_and_over
25550,8647,4306,4341,46.5,2026,6621,2167
25555,2313,1081,1232,34.6,630,1683,292
25557,1523,777,746,50.6,145,1378,310
25559,1689,894,795,53.7,341,1348,555
25560,7949,4082,3867,47.1,1485,6464,1637
25564,1643,925,718,36.3,446,1197,282
25565,837,363,474,50.2,106,731,177
25567,816,333,483,36.5,251,565,199
25570,5485,2587,2898,50.1,1151,4334,1369
25571,2265,1031,1234,35.3,581,1684,268
25573,572,297,275,40.2,156,416,118
25601,5582,2768,2814,41.8,1150,4432,1218
25606,712,379,333,35.6,168,544,106
25607,688,331,357,51.6,79,609,235
25608,637,365,272,54.9,42,595,193
25611,803,249,554,58.1,169,634,256
25612,378,160,218,55.1,9,369,99
25617,294,138,156,33.2,93,201,30
25621,1950,1091,859,51.3,341,1609,531
25624,368,236,132,44.8,75,293,111
25625,1296,801,495,43.1,136,1160,100
25628,364,210,154,45.9,44,320,121
25630,446,173,273,35.6,101,345,84
25632,857,357,500,30.1,201,656,67
25634,1286,532,754,41.2,351,935,260
25635,1531,757,774,35.8,373,1158,182
25637,1196,621,575,51.4,97,1099,460
25638,519,284,235,39.4,195,324,12
25639,473,194,279,40.7,100,373,173
25644,594,243,351,41.6,140,454,113
25646,1235,670,565,42.3,413,822,221
25647,211,117,94,58.1,34,177,77
25649,1295,563,732,38.1,260,1035,98
25650,99,53,46,41.7,0,99,30
25651,653,368,285,41.9,209,444,120
25652,1257,658,599,52.7,225,1032,269
25653,181,114,67,52.2,58,123,46
25654,263,135,128,50.9,0,263,99
25661,4776,2208,2568,43.6,1063,3713,1123
25666,198,133,65,41.7,28,170,79
25667,641,298,343,31.5,263,378,89
25669,925,594,331,48.3,145,780,90
25670,3325,1592,1733,47.7,556,2769,795
25671,1940,849,1091,30.5,709,1231,405
25672,376,207,169,59.9,69,307,134
25674,1996,768,1228,49.5,435,1561,408
25676,972,479,493,41.2,130,842,94
25678,1339,590,749,50.1,262,1077,284
25685,729,433,296,38.5,296,433,59
25688,235,107,128,43.8,69,166,40
25690,995,707,288,35.8,319,676,105
25692,1379,657,722,45.3,206,1173,253
25696,1382,654,728,41.5,331,1051,234
25699,41,8,33,31.8,8,33,0
25701,21862,10850,11012,40.7,3812,18050,5214
25702,7110,3603,3507,41.4,1306,5804,1487
25703,5065,2183,2882,22.8,434,4631,156
25704,14756,7080,7676,45.7,2905,11851,3424
25705,20621,10044,10577,37.9,4704,15917,3608
25755,1440,549,891,19.5,0,1440,0
25801,31056,15433,15623,42.7,6685,24371,6972
25810,0,0,0,-,0,0,0
25811,0,0,0,-,0,0,0
25812,1444,799,645,44.1,258,1186,343
25813,7712,4918,2794,40.3,1099,6613,1555
25817,301,174,127,68.2,27,274,189
25818,318,68,250,29.3,0,318,12
25820,527,281,246,40.7,131,396,79
25823,445,215,230,55,81,364,148
25825,2538,1421,1117,43.5,729,1809,337
25826,301,106,195,60.6,39,262,103
25827,1851,734,1117,35.8,530,1321,351
25831,1283,717,566,43.7,298,985,269
25832,4322,2124,2198,45.1,912,3410,1030
25836,1262,538,724,38.9,278,984,263
25837,340,181,159,50.8,16,324,100
25839,511,137,374,53.2,146,365,185
25840,7590,3920,3670,41.4,1864,5726,1649
25841,716,402,314,27.3,295,421,71
25843,844,446,398,48.2,112,732,129
25844,756,418,338,28.6,219,537,36
25845,503,270,233,41,174,329,24
25846,73,30,43,70,0,73,37
25848,257,118,139,46.6,37,220,71
25849,194,100,94,-,0,194,0
25851,0,0,0,-,0,0,0
25853,75,50,25,59.4,0,75,22
25854,959,425,534,29.2,362,597,158
25855,361,163,198,48.8,11,350,112
25857,27,14,13,-,0,27,27
25862,225,92,133,74.1,0,225,180
25864,126,91,35,45.6,43,83,9
25865,1372,700,672,62.5,232,1140,472
25866,356,112,244,33.5,163,193,31
25868,422,195,227,49.5,54,368,52
25870,63,15,48,44.9,0,63,15
25871,999,428,571,37.3,256,743,248
25873,602,335,267,67.3,12,590,361
25875,966,607,359,37.1,440,526,69
25876,69,45,24,51.9,17,52,0
25878,945,307,638,48.2,229,716,193
25879,242,145,97,52,14,228,24
25880,5538,2837,2701,38,1268,4270,1059
25882,2370,1155,1215,38.3,438,1932,452
25901,10272,4844,5428,42.8,2010,8262,2247
25902,211,132,79,65.8,0,211,139
25904,486,236,250,43.6,93,393,91
25907,208,157,51,16.7,127,81,8
25908,0,0,0,-,0,0,0
25909,871,382,489,36.7,238,633,166
25911,216,124,92,50,0,216,60
25913,188,128,60,62.2,0,188,7
25915,214,67,147,62.6,0,214,102
25916,211,175,36,65.6,89,122,122
25917,1336,657,679,51.1,188,1148,319
25918,4864,2281,2583,38.3,1115,3749,769
25920,502,243,259,33.9,114,388,59
25921,3205,1559,1646,44.3,636,2569,537
25922,131,77,54,23.1,0,131,31
25928,330,191,139,63,18,312,164
25932,384,176,208,13.4,225,159,0
25936,4,4,0,-,0,4,0
25938,1515,847,668,46.1,335,1180,177
25942,72,27,45,28.4,30,42,16
25943,0,0,0,-,0,0,0
25951,5223,2508,2715,48.4,895,4328,1402
25958,836,415,421,23.8,377,459,93
25962,3682,1811,1871,40.6,709,2973,691
25966,51,27,24,64,0,51,16
25969,1517,878,639,48.1,291,1226,453
25971,1586,755,831,57.1,211,1375,491
25972,120,42,78,66.8,0,120,88
25976,2339,1049,1290,56.1,371,1968,655
25977,0,0,0,-,0,0,0
25978,517,239,278,57.4,120,397,130
25979,669,354,315,46.7,71,598,225
25981,729,501,228,41.2,196,533,149
25984,1868,868,1000,34.7,436,1432,266
25985,486,242,244,52.6,75,411,108
25986,321,126,195,59.3,43,278,60
25989,342,154,188,41.5,44,298,66
26003,40714,19751,20963,44.9,7668,33046,10027
26030,627,274,353,44.1,150,477,93
26031,1662,906,756,51.8,237,1425,291
26032,1193,657,536,20.6,72,1121,136
26033,1582,810,772,57,195,1387,507
26034,4316,2007,2309,53,647,3669,1324
26035,1685,748,937,40.9,570,1115,386
26036,586,310,276,32.9,172,414,43
26037,5917,2914,3003,49.9,946,4971,1283
26038,3328,1802,1526,45.1,795,2533,813
26039,363,176,187,63.3,35,328,146
26040,1889,1140,749,34.3,507,1382,267
26041,15659,7747,7912,43.9,2994,12665,3197
26047,5706,3070,2636,47.1,1076,4630,1303
26050,1254,614,640,51.1,278,976,277
26055,1096,577,519,56.3,128,968,331
26056,333,153,180,52.1,58,275,21
26058,175,68,107,46.9,24,151,38
26059,2580,1229,1351,49.3,470,2110,482
26060,1991,1154,837,41.4,584,1407,274
26062,21142,10498,10644,45.5,3821,17321,5104
26070,8218,3868,4350,48.2,1556,6662,2229
26074,1602,626,976,20.7,105,1497,136
26075,652,386,266,51.5,127,525,210
26101,28751,14067,14684,40.7,6186,22565,5246
26104,16011,7862,8149,46.8,3120,12891,3740
26105,12332,5519,6813,43.2,2665,9667,2818
26133,1263,729,534,47,198,1065,282
26134,668,340,328,49,88,580,214
26136,338,197,141,51.7,48,290,85
26137,924,496,428,42.5,190,734,153
26138,109,33,76,62.2,7,102,18
26141,468,214,254,59.1,41,427,89
26142,2335,1184,1151,44,416,1919,294
26143,3782,1894,1888,47.2,751,3031,837
26146,752,406,346,59,55,697,291
26147,1696,826,870,55.6,246,1450,652
26148,242,120,122,55.7,28,214,52
26149,2138,1139,999,47,509,1629,596
26150,5945,2966,2979,43.7,1416,4529,1082
26151,475,265,210,50.1,103,372,114
26152,12,12,0,-,0,12,0
26155,7833,3758,4075,44.4,1662,6171,1631
26159,2723,1465,1258,41.1,555,2168,594
26160,943,444,499,46.5,181,762,173
26161,526,247,279,56,131,395,83
26162,0,0,0,-,0,0,0
26164,7481,3502,3979,40.7,1571,5910,1339
26167,572,301,271,58,55,517,239
26169,837,390,447,40.1,188,649,201
26170,6610,3765,2845,41.9,1381,5229,1084
26175,3216,1644,1572,50.3,642,2574,700
26178,198,67,131,59.4,0,198,86
26180,1993,1143,850,48.8,376,1617,403
26181,6658,3346,3312,49,1396,5262,1871
26184,2471,1311,1160,37.9,653,1818,344
26187,5894,2792,3102,47.3,1057,4837,1461
26201,19662,9811,9851,41.9,3801,15861,4222
26202,389,202,187,65,22,367,195
26203,541,244,297,50.1,159,382,100
26205,2970,1738,1232,45.2,411,2559,642
26206,2845,1494,1351,49.3,599,2246,775
26208,797,480,317,50.7,150,647,231
26209,122,99,23,47.1,11,111,6
26210,0,0,0,-,0,0,0
26215,117,59,58,53.7,0,117,20
26217,331,127,204,19.5,145,186,0
26218,2815,1409,1406,40.1,764,2051,421
26222,157,73,84,48.4,16,141,49
26224,171,121,50,57.8,54,117,81
26228,0,0,0,-,0,0,0
26230,86,9,77,74.3,8,78,46
26234,982,469,513,65.2,138,844,500
26236,13,7,6,-,0,13,13
26237,438,237,201,50.8,107,331,73
26238,1054,483,571,56.5,128,926,295
26241,14012,6882,7130,47.1,2324,11688,3477
26250,5752,2945,2807,38.7,1179,4573,1008
26253,3302,1881,1421,39.6,751,2551,580
26254,87,57,30,54.1,29,58,13
26257,668,335,333,49.6,128,540,159
26259,73,43,30,71,0,73,49
26260,1471,747,724,52.7,207,1264,380
26261,3088,1395,1693,46.7,560,2528,845
26263,229,126,103,63.4,10,219,84
26264,739,377,362,41.8,195,544,112
26266,376,151,225,43,28,348,0
26267,716,371,345,30.1,280,436,60
26268,0,0,0,-,0,0,0
26269,945,407,538,53.4,112,833,283
26270,592,296,296,50.6,88,504,164
26271,332,185,147,50,67,265,101
26273,2293,1687,606,38.2,438,1855,234
26275,571,331,240,39.3,191,380,71
26276,858,312,546,35.9,57,801,185
26278,699,352,347,46.7,101,598,128
26280,1384,718,666,33.5,416,968,372
26282,211,96,115,75.3,0,211,135
26283,1432,840,592,48.7,396,1036,312
26285,215,107,108,63.2,0,215,65
26287,2948,1524,1424,48.4,433,2515,641
26288,3024,1483,1541,50,516,2508,816
26289,18,11,7,27.3,8,10,0
26291,47,22,25,64,0,47,13
26292,710,367,343,57.5,117,593,283
26293,614,276,338,39.7,104,510,39
26294,415,199,216,59.8,79,336,142
26296,93,44,49,-,0,93,93
26298,93,31,62,71.8,21,72,48
26301,28736,13990,14746,40.6,6524,22212,5572
26320,774,306,468,46.5,143,631,108
26321,211,130,81,39.6,40,171,33
26323,452,170,282,42.5,73,379,71
26325,206,85,121,66.1,29,177,106
26327,55,38,17,69.1,11,44,29
26330,15252,7230,8022,42.9,3111,12141,3057
26335,1249,725,524,46.6,229,1020,291
26337,1017,546,471,44.4,210,807,157
26338,776,436,340,48.5,134,642,151
26339,116,77,39,42.5,20,96,31
26342,533,272,261,40.2,196,337,85
26343,366,202,164,57.6,35,331,81
26346,662,343,319,37.9,140,522,139
26347,2309,1033,1276,38.1,669,1640,380
26348,339,126,213,51.4,103,236,89
26349,211,79,132,27.2,44,167,22
26351,2963,1490,1473,30.4,566,2397,458
26354,10130,5423,4707,44.4,1856,8274,1993
26361,23,13,10,-,0,23,0
26362,2856,1350,1506,51.6,538,2318,767
26366,82,77,5,25.9,0,82,0
26369,582,302,280,30.9,171,411,102
26372,687,362,325,43.6,137,550,107
26374,1884,857,1027,42.7,475,1409,518
26376,424,214,210,54.3,135,289,77
26377,627,369,258,54.9,55,572,197
26378,4595,2222,2373,47.9,813,3782,1040
26384,485,200,285,51.1,72,413,168
26385,2883,1411,1472,43.4,537,2346,560
26386,2738,1619,1119,48.2,429,2309,499
26404,109,103,6,62.5,0,109,12
26405,1220,694,526,51.5,252,968,337
26408,2636,1303,1333,44.1,552,2084,453
26410,636,303,333,44.7,136,500,80
26411,817,427,390,40.6,98,719,222
26412,501,218,283,43.1,106,395,61
26415,3602,2056,1546,41.1,542,3060,576
26416,6912,3292,3620,41.3,1349,5563,1425
26419,527,226,301,50.1,99,428,98
26421,184,111,73,39,41,143,30
26422,324,171,153,47.1,69,255,63
26424,141,37,104,43.6,37,104,13
26425,854,430,424,53.8,101,753,271
26426,7698,4398,3300,47.1,1253,6445,1577
26430,1714,1577,137,40.5,62,1652,49
26431,5501,2689,2812,42.1,1244,4257,1306
26435,89,67,22,31.2,41,48,0
26436,101,48,53,58.1,34,67,22
26437,654,365,289,28.2,184,470,52
26438,79,17,62,86,0,79,40
26440,1119,557,562,41.1,366,753,187
26443,364,189,175,27.6,93,271,60
26444,3501,1775,1726,46.3,738,2763,889
26447,1174,513,661,53.8,274,900,248
26448,1296,633,663,38.7,374,922,267
26451,501,199,302,32.4,127,374,39
26452,9447,4920,4527,41.4,2140,7307,1883
26456,3156,1541,1615,52.6,480,2676,851
26463,230,147,83,50.7,32,198,26
26501,19219,10375,8844,39.3,2612,16607,3045
26505,38056,19509,18547,25.1,4576,33480,3634
26506,1452,874,578,19.1,31,1421,0
26508,38427,19610,18817,36.8,8141,30286,5310
26519,1933,882,1051,41,294,1639,357
26520,492,203,289,60.3,6,486,220
26521,124,46,78,52,12,112,31
26524,175,92,83,56.1,27,148,21
26525,8079,5251,2828,40.9,902,7177,1057
26534,937,502,435,30.9,123,814,188
26537,5509,2506,3003,44.9,1115,4394,1210
26541,3761,1801,1960,42.7,675,3086,425
26542,2039,1076,963,45.3,398,1641,513
26543,44,0,44,-,0,44,44
26544,21,10,11,-,0,21,21
26546,212,143,69,34.8,37,175,59
26547,2849,1497,1352,38.9,539,2310,478
26554,41983,20803,21180,38.8,8212,33771,8387
26559,1541,727,814,41.2,383,1158,261
26560,150,106,44,23.4,61,89,0
26562,599,347,252,19.4,246,353,60
26563,237,110,127,32.9,50,187,55
26568,681,306,375,50.1,200,481,142
26570,3233,1672,1561,42.8,615,2618,706
26571,1483,755,728,44.5,248,1235,269
26572,545,210,335,25.5,211,334,10
26574,439,240,199,40.7,107,332,92
26575,667,346,321,55.9,103,564,199
26576,737,391,346,63.5,66,671,291
26581,979,477,502,57.1,157,822,304
26582,3770,1779,1991,50.8,729,3041,863
26585,755,386,369,52.8,85,670,134
26586,53,21,32,66.6,0,53,53
26587,268,156,112,27.9,61,207,38
26588,3032,1480,1552,47.2,502,2530,499
26590,508,304,204,64.7,15,493,250
26591,1924,1022,902,37.3,647,1277,300
26601,3592,2013,1579,51,552,3040,811
26610,576,270,306,61.2,95,481,238
26611,155,102,53,49.4,29,126,42
26615,106,62,44,38.5,45,61,11
26617,168,60,108,42.2,70,98,25
26619,476,277,199,49.8,69,407,104
26621,964,443,521,33,208,756,171
26623,1428,785,643,32.1,381,1047,363
26624,2423,1225,1198,52.2,436,1987,722
26627,445,169,276,29.7,128,317,22
26629,430,204,226,58.6,62,368,147
26631,190,68,122,35.3,86,104,71
26636,283,143,140,45.5,6,277,82
26638,300,201,99,54.4,41,259,89
26651,9870,5099,4771,45.5,2260,7610,2360
26656,311,102,209,28.5,97,214,56
26660,421,219,202,49.8,66,355,88
26662,464,218,246,58,45,419,209
26667,28,10,18,51.6,0,28,2
26671,337,161,176,49.9,26,311,78
26676,305,170,135,55.6,0,305,136
26678,1494,585,909,44.9,354,1140,140
26679,1237,724,513,40.8,333,904,263
26680,527,283,244,41.4,159,368,104
26681,1137,629,508,38.6,344,793,155
26684,411,171,240,33.3,139,272,0
26690,929,381,548,33.4,253,676,118
26691,816,397,419,38,297,519,34
26704,5031,2790,2241,52.6,685,4346,1232
26705,620,324,296,45.4,128,492,210
26707,263,136,127,40.6,33,230,51
26710,2518,1212,1306,45.5,490,2028,484
26711,2728,1461,1267,45.5,783,1945,523
26714,397,202,195,54.1,65,332,158
26716,957,494,463,26.6,209,748,113
26717,1430,663,767,31.3,588,842,213
26719,2030,930,1100,47.6,230,1800,622
26720,170,65,105,11.4,107,63,12
26722,305,153,152,62.7,26,279,133
26726,12541,6135,6406,43.2,2283,10258,2782
26731,312,76,236,46.5,12,300,84
26739,767,446,321,47.3,117,650,187
26743,1833,960,873,52.4,393,1440,500
26750,1007,401,606,45.6,150,857,147
26753,5751,2996,2755,46.2,1182,4569,1343
26755,592,305,287,42.1,206,386,79
26757,7133,3532,3601,45.9,1550,5583,1816
26761,652,434,218,61.9,29,623,311
26763,1445,709,736,40.4,474,971,204
26764,4594,2347,2247,43.7,1071,3523,993
26767,534,276,258,48.1,123,411,110
26801,1101,580,521,60.8,169,932,445
26802,869,445,424,55.2,63,806,268
26804,536,284,252,41.7,138,398,139
26807,2235,1150,1085,54,334,1901,729
26808,630,241,389,35.5,40,590,63
26810,580,235,345,55.3,61,519,160
26812,1801,931,870,40.4,457,1344,356
26814,415,198,217,50.3,43,372,131
26815,622,356,266,47.2,169,453,142
26817,1041,489,552,21.2,244,797,118
26818,1342,684,658,33.2,449,893,112
26823,28,28,0,-,0,28,28
26833,2181,1177,1004,49.7,457,1724,502
26836,6220,3302,2918,44.2,1165,5055,1437
26838,95,58,37,18.5,37,58,0
26845,821,457,364,39,203,618,123
26847,5757,2919,2838,47.2,993,4764,1427
26851,1472,739,733,54.2,126,1346,477
26852,803,501,302,47.7,111,692,248
26855,615,317,298,54.2,64,551,266
26865,376,215,161,32.2,124,252,96
26866,896,438,458,43.6,274,622,171
26884,287,159,128,33.4,69,218,37
26886,175,88,87,65.9,0,175,97
27006,15825,7524,8301,48.9,3239,12586,4008
27007,2187,1013,1174,42.3,573,1614,446
27009,3486,1772,1714,45.4,743,2743,711
27011,4853,2321,2532,49,843,4010,1182
27012,28173,13919,14254,46.6,5500,22673,5871
27013,6740,3123,3617,34.9,1641,5099,1050
27014,803,388,415,33.8,211,592,138
27016,1759,936,823,47.4,249,1510,368
27017,9271,4382,4889,37.5,2273,6998,1281
27018,7701,3878,3823,43.6,1674,6027,1387
27019,3391,1772,1619,55.8,392,2999,1117
27020,5747,3029,2718,46.5,1311,4436,1050
27021,16678,7833,8845,43.9,3089,13589,3584
27022,1081,594,487,45.9,131,950,291
27023,13651,6430,7221,40.6,3923,9728,2283
27024,2243,1224,1019,54.4,266,1977,696
27025,12000,6004,5996,44.4,2651,9349,2522
27027,4209,2099,2110,53.7,645,3564,1128
27028,26025,12953,13072,42.5,5447,20578,5080
27030,37035,17910,19125,44.5,7673,29362,8255
27040,12778,6530,6248,42.9,3017,9761,2487
27041,7475,3714,3761,46.6,1462,6013,1513
27042,177,105,72,57.6,0,177,25
27043,7224,3429,3795,47.6,1502,5722,1276
27045,9906,4546,5360,42.3,1915,7991,1741
27046,2295,1287,1008,52,409,1886,656
27047,1307,701,606,32.9,336,971,134
27048,8324,3966,4358,45.2,1566,6758,1746
27050,3803,1888,1915,47.3,728,3075,627
27051,8031,4072,3959,40.8,1704,6327,1448
27052,10726,5347,5379,45.1,2366,8360,2006
27053,3025,1639,1386,55.8,440,2585,818
27054,2017,774,1243,50.3,222,1795,472
27055,14997,7639,7358,42.5,3281,11716,3172
27101,20831,10314,10517,33.7,3703,17128,2457
27103,34970,15574,19396,37.8,6598,28372,5897
27104,30256,13851,16405,44.4,5848,24408,6050
27105,41043,19750,21293,33.9,11357,29686,6040
27106,48823,23297,25526,38.3,10958,37865,8257
27107,50384,25189,25195,38,13293,37091,7630
27109,2547,978,1569,19.8,0,2547,0
27110,2421,1087,1334,20,0,2421,0
27127,41958,19477,22481,35.9,10704,31254,5570
27201,121,60,61,53.3,34,87,21
27202,110,83,27,2,56,54,0
27203,21982,11401,10581,34.9,6052,15930,3511
27205,35933,17902,18031,43.7,7505,28428,6954
27207,3726,1718,2008,50.6,519,3207,921
27208,1615,736,879,50.4,271,1344,414
27209,4521,1933,2588,25.2,1555,2966,570
27212,2084,1321,763,43.8,190,1894,269
27213,60,47,13,46.6,0,60,25
27214,13510,6189,7321,36.2,3188,10322,2256
27215,45982,22032,23950,41.8,9902,36080,9498
27217,40036,19505,20531,36.2,10866,29170,5870
27229,3174,1709,1465,39.3,669,2505,512
27231,2221,1056,1165,47,387,1834,631
27233,3068,1266,1802,39.5,722,2346,471
27235,5068,2647,2421,49.9,1035,4033,1456
27239,7681,4046,3635,50.6,1403,6278,1705
27242,1271,709,562,51,251,1020,157
27243,5121,2266,2855,46,1091,4030,1119
27244,16092,7731,8361,26.3,2311,13781,2202
27247,228,171,57,50.4,23,205,95
27248,4211,1962,2249,38.3,907,3304,426
27249,12643,6314,6329,47.7,2540,10103,2986
27252,1485,689,796,43.2,305,1180,300
27253,31282,15153,16129,39.8,6620,24662,5669
27256,58,0,58,-,0,58,0
27258,7319,3930,3389,39,1760,5559,927
27259,114,54,60,35.9,39,75,0
27260,24878,12581,12297,37.5,6553,18325,3554
27262,25652,12062,13590,34.3,5120,20532,3858
27263,21597,10490,11107,40.3,4842,16755,3990
27265,50977,24298,26679,41,11259,39718,9004
27268,995,492,503,19.2,6,989,0
27278,28048,13622,14426,47,5596,22452,5415
27281,3271,1536,1735,48.5,749,2522,872
27282,15365,7591,7774,40.4,3256,12109,2869
27283,3285,1575,1710,41.4,718,2567,557
27284,56773,27457,29316,41.9,12133,44640,10534
27288,23604,11545,12059,42.8,4901,18703,4556
27291,1115,536,579,55.7,147,968,366
27292,40338,20090,20248,41.4,8349,31989,7894
27295,38895,19002,19893,44.4,8386,30509,7211
27298,11154,5633,5521,41.8,2377,8777,1949
27299,5260,2561,2699,35.9,1206,4054,510
27301,10148,5015,5133,41.9,2532,7616,1716
27302,34394,16451,17943,39.5,7709,26685,5282
27305,1774,826,948,49.3,362,1412,471
27306,5501,2625,2876,49.5,1009,4492,1472
27310,8571,4187,4384,45.4,2243,6328,1179
27311,3766,1966,1800,41.8,1031,2735,741
27312,22972,10584,12388,50.4,3807,19165,6067
27313,6784,3652,3132,45.7,1423,5361,1216
27314,642,290,352,42.1,76,566,84
27315,1590,814,776,47.6,421,1169,477
27316,7270,3514,3756,42,1604,5666,1309
27317,18092,8749,9343,44,3797,14295,2939
27320,37213,17674,19539,45.6,7627,29586,8086
27325,7281,3981,3300,37.4,1999,5282,1189
27326,3433,1486,1947,41.2,741,2692,637
27330,40657,19983,20674,37.9,10008,30649,6016
27332,33892,17186,16706,38.6,8293,25599,5524
27340,40,25,15,61.8,0,40,4
27341,4128,2253,1875,44.6,835,3293,764
27342,111,56,55,40.3,49,62,4
27343,1510,793,717,46.2,310,1200,375
27344,18894,9099,9795,39.6,4488,14406,3591
27349,6347,3119,3228,46.7,1146,5201,1062
27350,5603,2615,2988,39.7,1207,4396,1033
27351,222,129,93,41.5,24,198,0
27355,2709,1566,1143,36.9,502,2207,539
27356,3020,1206,1814,37.1,957,2063,539
27357,9384,4807,4577,42,2198,7186,1387
27358,15472,7682,7790,45.5,3349,12123,2262
27360,47432,22826,24606,40.5,11042,36390,8001
27370,14951,7453,7498,42.8,3280,11671,3390
27371,7628,4068,3560,45.1,1065,6563,1509
27374,260,150,110,47.5,72,188,25
27376,8915,4345,4570,51.9,1534,7381,2953
27377,9854,4590,5264,40.7,2128,7726,1558
27379,4570,2249,2321,47.5,898,3672,1273
27401,21253,9520,11733,30,2693,18560,2961
27403,19553,9752,9801,30,2833,16720,2373
27405,51962,23916,28046,33.2,14275,37687,5592
27406,64386,31095,33291,35.2,15846,48540,10204
27407,54257,25675,28582,35.1,12288,41969,6757
27408,16399,7638,8761,44,3251,13148,3637
27409,17070,7755,9315,35.6,3314,13756,2435
27410,54951,24880,30071,40.7,11079,43872,10419
27411,1697,995,702,19.2,3,1694,0
27412,3101,1002,2099,19.4,29,3072,0
27455,29259,13913,15346,43.4,6084,23175,5169
27501,22339,11014,11325,40.8,4936,17403,3330
27502,47943,23436,24507,37.2,13645,34298,4775
27503,6030,4490,1540,48.3,360,5670,1103
27504,15057,7106,7951,39.2,2955,12102,3010
27505,7541,3811,3730,34.5,1948,5593,729
27506,990,636,354,19.2,13,977,0
27507,1935,924,1011,56.4,275,1660,403
27508,2409,1406,1003,51.1,312,2097,495
27509,7196,4995,2201,43.2,740,6456,1218
27510,14131,6659,7472,32,2215,11916,1622
27511,32880,15707,17173,41.9,6878,26002,6385
27513,47195,24089,23106,39.9,9801,37394,5934
27514,32149,14862,17287,23.8,4534,27615,3723
27516,44697,21581,23116,36.1,9616,35081,6510
27517,27761,14001,13760,43.6,5383,22378,6786
27518,19102,9297,9805,46.7,3357,15745,3706
27519,66046,32249,33797,38.3,19539,46507,6505
27520,46059,23495,22564,38.2,10940,35119,5737
27521,6909,3531,3378,38.2,1706,5203,1426
27522,12308,5708,6600,42.2,2931,9377,1846
27523,16802,8160,8642,37.9,4702,12100,2558
27524,13976,6787,7189,34.3,3644,10332,1839
27525,15124,7609,7515,39,3415,11709,2290
27526,56866,28076,28790,37.9,14921,41945,8198
27527,34321,16798,17523,38.3,9597,24724,3645
27529,53223,25296,27927,38.5,11461,41762,7371
27530,37447,18530,18917,38.3,8875,28572,6226
