zip_code,total_population,total_population_male,total_population_female,median_age,under_18,age_18_and_over,age_65_and_over
59929,215,115,100,44.1,56,159,81
59930,697,351,346,64.7,84,613,337
59931,269,120,149,57.4,48,221,77
59932,1347,712,635,64.2,66,1281,429
59933,21,7,14,37.9,7,14,0
59934,763,425,338,38.4,197,566,158
59935,3505,1702,1803,46.6,860,2645,1002
59936,514,259,255,56.8,71,443,180
59937,14183,7282,6901,47.8,2330,11853,3735
60002,24398,12370,12028,42.3,5691,18707,3770
60004,52189,26122,26067,42.1,12485,39704,10002
60005,29216,14457,14759,42.3,6441,22775,5547
60007,32768,15723,17045,42.6,7229,25539,5866
60008,22863,11535,11328,37.9,5013,17850,3264
60010,46674,22832,23842,47,11544,35130,10512
60012,11736,5568,6168,42.8,2693,9043,1663
60013,26266,13409,12857,40.3,5772,20494,3676
60014,48568,24473,24095,40.5,11625,36943,7422
60015,27835,14123,13712,44,6558,21277,5041
60016,61988,30174,31814,41.8,12771,49217,11244
60018,28820,14664,14156,41.1,6413,22407,4638
60020,11051,5145,5906,48.2,1531,9520,2467
60021,5199,2482,2717,42.5,1121,4078,671
60022,8529,4100,4429,45.2,2397,6132,1706
60025,40858,19607,21251,45.5,9978,30880,8989
60026,14743,6871,7872,46.7,3744,10999,3872
60029,546,291,255,50.1,130,416,102
60030,35978,18510,17468,41.5,7541,28437,6689
60031,37202,18285,18917,40.4,7582,29620,5163
60033,13574,6658,6916,34.8,4033,9541,2142
60034,2061,974,1087,39.7,520,1541,267
60035,30215,14632,15583,48,7169,23046,7644
60040,5227,2835,2392,36.3,1303,3924,841
60041,8843,4394,4449,40.8,2005,6838,1162
60042,8589,4128,4461,40.9,1769,6820,1292
60043,2537,1219,1318,40.5,916,1621,341
60044,10271,4722,5549,45,2470,7801,2361
60045,21159,10287,10872,45.2,4348,16811,5081
60046,34854,17591,17263,39.1,8681,26173,4401
60047,43750,21977,21773,42.7,10477,33273,6210
60048,29452,14360,15092,43.2,7500,21952,5072
60050,31820,15666,16154,42.1,6543,25277,5667
60051,23598,12550,11048,43.1,4787,18811,3437
60053,24910,12330,12580,44.6,5327,19583,5762
60056,56651,28276,28375,41.5,12423,44228,10339
60060,37131,18775,18356,39.7,7898,29233,5925
60061,27602,13723,13879,40.7,6848,20754,4437
60062,42004,20097,21907,49.6,8436,33568,10998
60064,15380,8066,7314,28.9,3760,11620,1768
60067,38380,18457,19923,42.8,8142,30238,6943
60068,39332,19597,19735,45.1,9225,30107,8044
60069,8602,4245,4357,51.6,1469,7133,2436
60070,15721,7939,7782,41,3322,12399,2731
60071,3938,2060,1878,44.4,776,3162,1037
60072,959,465,494,48.2,246,713,173
60073,62071,32057,30014,33.2,17801,44270,5134
60074,37222,18452,18770,36.4,9117,28105,5122
60075,0,0,0,-,0,0,0
60076,33170,16222,16948,42.7,7861,25309,6917
60077,29330,14826,14504,43.1,6132,23198,5889
60081,9194,5202,3992,46.3,1856,7338,1299
60083,9699,4822,4877,43.5,2117,7582,1937
60084,17301,8779,8522,38.7,4156,13145,2294
60085,71465,36157,35308,33.7,17764,53701,7670
60087,27815,13254,14561,34.3,7133,20682,3669
60088,14143,9849,4294,20.9,1240,12903,55
60089,42867,20566,22301,41.6,10483,32384,6256
60090,38753,18999,19754,39.6,7206,31547,6598
60091,27591,13436,14155,45.7,8118,19473,5728
60093,20272,9920,10352,45.4,6047,14225,4030
60096,6655,3318,3337,51.1,978,5677,1238
60097,11865,6187,5678,39.3,2850,9015,1630
60098,33116,16270,16846,39.8,6991,26125,5550
60099,31523,15601,15922,33.5,8382,23141,4138
60101,37175,18365,18810,39.9,7197,29978,6260
60102,32227,16358,15869,41.8,6564,25663,4499
60103,42047,21092,20955,41,9714,32333,6333
60104,18621,8512,10109,36.6,4340,14281,2738
60106,20321,10276,10045,37.3,4652,15669,2912
60107,39450,19499,19951,39,9052,30398,5763
60108,23647,11447,12200,42.6,4593,19054,5486
60109,434,207,227,36.6,128,306,75
60110,39383,19428,19955,32.6,11253,28130,3685
60111,153,81,72,58.4,25,128,59
60112,4783,2700,2083,31.6,1098,3685,463
60113,245,136,109,34.8,67,178,28
60115,42456,21131,21325,25.3,7812,34644,4412
60118,15623,7800,7823,44.1,2634,12989,2831
60119,10872,5805,5067,45.5,2615,8257,2075
60120,50589,26267,24322,32.8,14120,36469,4769
60123,49537,24805,24732,38.6,11738,37799,7744
60124,24172,12420,11752,42.8,5268,18904,3576
60126,48032,23665,24367,41.5,11695,36337,8601
60129,224,117,107,41.6,50,174,68
60130,14165,6705,7460,42.2,2035,12130,2531
60131,18258,9100,9158,36.8,4597,13661,2055
60133,37222,18101,19121,34.7,10222,27000,4287
60134,30938,14990,15948,39.5,8052,22886,4436
60135,7021,3454,3567,42.8,1075,5946,1272
60136,8481,4214,4267,35.5,2748,5733,780
60137,38945,19507,19438,41,9877,29068,7258
60139,33161,16702,16459,35.1,7274,25887,4229
60140,21287,10653,10634,39.4,5156,16131,2861
60141,280,214,66,70.2,0,280,244
60142,29449,14063,15386,49.3,6189,23260,9839
60143,11645,5480,6165,42.6,2600,9045,1728
60144,83,40,43,38.7,18,65,11
60145,2539,1321,1218,36.4,753,1786,355
60146,2193,1178,1015,45.2,407,1786,421
60148,52598,25663,26935,38.2,10921,41677,8603
60150,2007,1032,975,34.4,557,1450,247
60151,3944,2018,1926,45.7,701,3243,630
60152,12264,6118,6146,37.8,2891,9373,2080
60153,23385,11460,11925,37,5342,18043,3000
60154,16694,7617,9077,51.7,2495,14199,4657
60155,7965,4143,3822,39.4,2001,5964,1493
60156,28958,14355,14603,35.9,7856,21102,2745
60157,2550,1260,1290,49.7,442,2108,569
60160,25177,12911,12266,34.5,6371,18806,2735
60162,8213,4008,4205,41.9,1515,6698,1430
60163,5273,2674,2599,40.6,1190,4083,864
60164,21371,10796,10575,38,5230,16141,3151
60165,4566,2311,2255,32.9,1231,3335,241
60169,33910,16744,17166,35.4,7720,26190,3682
60171,10532,5082,5450,34.2,2757,7775,1375
60172,24016,11650,12366,42.6,4702,19314,4012
60173,14067,7063,7004,34.2,3029,11038,1040
60174,30799,15208,15591,42.1,5810,24989,5530
60175,25957,13533,12424,42.5,6496,19461,3764
60176,11600,6164,5436,38,2764,8836,1694
60177,23931,12383,11548,39,5789,18142,2763
60178,21996,10405,11591,37.7,5623,16373,3360
60180,1721,964,757,29.3,523,1198,267
60181,30973,15286,15687,35.9,6444,24529,4405
60183,0,0,0,-,0,0,0
60184,2220,1084,1136,52.2,334,1886,544
60185,34049,17276,16773,38.4,8365,25684,4090
60187,29258,14555,14703,35.6,6306,22952,4669
60188,42219,20947,21272,39.5,8841,33378,6579
60189,31036,15093,15943,40.9,7375,23661,5450
60190,11652,5970,5682,46,2525,9127,2270
60191,14193,7225,6968,42,2695,11498,2655
60192,16536,8518,8018,44.3,3754,12782,2855
60193,39451,19808,19643,42,8973,30478,7464
60194,20312,9668,10644,40,5014,15298,3370
60195,5018,2401,2617,35.9,1025,3993,485
60201,43122,21362,21760,34.9,7206,35916,8400
60202,33868,15956,17912,39.8,7049,26819,4933
60203,4540,2257,2283,43.3,1239,3301,883
60208,191,95,96,19.5,11,180,0
60301,3207,1411,1796,34.7,253,2954,431
60302,33063,15078,17985,41.8,7452,25611,6434
60304,17564,8262,9302,39,4753,12811,2481
60305,11568,5603,5965,40.5,2782,8786,2026
60401,7833,4145,3688,39.3,1935,5898,1127
60402,64659,33350,31309,36.5,16243,48416,8488
60403,17225,8669,8556,39.3,3171,14054,3730
60404,19668,10208,9460,42.4,4397,15271,4169
60406,24959,12813,12146,35.1,6070,18889,2931
60407,1581,975,606,42.1,383,1198,268
60408,5307,2630,2677,41.7,1162,4145,735
60409,35708,16926,18782,37.6,8673,27035,4913
60410,13970,6719,7251,38.4,3730,10240,1825
60411,53222,25210,28012,35.9,13791,39431,7451
60415,14284,7207,7077,35.3,3158,11126,2005
60416,9372,4728,4644,40.4,2241,7131,1585
60417,15390,7357,8033,49.1,2647,12743,3916
60418,10733,5158,5575,49.5,1517,9216,2822
60419,21283,10392,10891,39.1,5013,16270,3673
60420,4746,2417,2329,34.9,1222,3524,760
60421,3850,1966,1884,44.7,537,3313,655
60422,9735,4687,5048,46.4,2235,7500,1908
60423,32596,16583,16013,42.5,8443,24153,5298
60424,2309,1168,1141,37.7,558,1751,348
60425,8623,3874,4749,41.2,2030,6593,1516
60426,23213,11110,12103,36,5366,17847,3702
60428,11155,5331,5824,33.7,3390,7765,1711
60429,15069,6538,8531,34.1,4655,10414,2127
60430,20430,9957,10473,39.2,5520,14910,3464
60431,27357,13295,14062,35.1,7627,19730,2922
60432,20483,10596,9887,32.8,5429,15054,1914
60433,15485,7768,7717,38.3,3578,11907,2572
60435,48574,24110,24464,37,11720,36854,6554
60436,18452,9378,9074,34.2,4566,13886,1943
60437,88,40,48,38.7,14,74,8
60438,29059,14218,14841,40.7,6874,22185,4334
60439,24670,12677,11993,45.8,5448,19222,5292
60440,51412,25247,26165,38.7,11619,39793,7259
60441,37046,19181,17865,38.9,8579,28467,4432
60442,13135,6992,6143,36.1,3594,9541,1401
60443,20735,9327,11408,43.2,4375,16360,3836
60444,1928,1014,914,35.8,486,1442,223
60445,14632,7312,7320,39,3464,11168,2284
60446,41253,20755,20498,35.3,9589,31664,4367
60447,15662,7954,7708,35.4,4162,11500,1371
60448,24626,12160,12466,42.7,5413,19213,3945
60449,9564,4815,4749,48.3,1271,8293,1459
60450,20729,10508,10221,40.8,4491,16238,3870
60451,37488,19313,18175,37.9,10147,27341,4653
60452,26939,12914,14025,40,5848,21091,4195
60453,57665,28161,29504,41.1,12977,44688,10647
60455,17204,8131,9073,38.9,3771,13433,2787
60456,4299,2127,2172,39.7,861,3438,705
60457,14650,7559,7091,36.6,4041,10609,2076
60458,14360,7077,7283,30.2,3638,10722,1602
60459,29122,14851,14271,37.6,7488,21634,4373
60460,1319,693,626,41.5,330,989,253
60461,4988,2162,2826,42,1044,3944,1385
60462,40942,21012,19930,44.1,9121,31821,9346
60463,13687,6772,6915,50.9,2478,11209,4148
60464,9779,4856,4923,51,1788,7991,2963
60465,18278,9242,9036,42.2,3705,14573,3751
60466,21243,9671,11572,37.4,5327,15916,3248
60467,25161,12714,12447,49.8,4532,20629,6245
60468,5782,2801,2981,42.6,1063,4719,926
60469,5423,2964,2459,32.1,1327,4096,504
60470,387,209,178,38.9,86,301,67
60471,13237,5864,7373,38.9,3004,10233,2173
60472,4812,1939,2873,30.9,1258,3554,738
60473,21695,10033,11662,42.4,4746,16949,3862
60474,684,357,327,41.8,146,538,127
60475,10185,5155,5030,39.3,2315,7870,1902
60476,2169,1063,1106,45.1,396,1773,410
60477,36543,18010,18533,40.7,7362,29181,7456
60478,16591,7588,9003,38.7,3850,12741,2527
60479,676,341,335,43.1,111,565,90
60480,5300,2612,2688,47.9,848,4452,1174
60481,11303,5848,5455,45.7,1889,9414,2278
60482,11084,5548,5536,39.3,2428,8656,1787
60484,6633,2699,3934,33.7,1906,4727,866
60487,26198,13587,12611,41.2,5800,20398,3875
60490,22343,11132,11211,36.4,5789,16554,1846
60491,22779,11284,11495,43.1,5238,17541,4543
60501,11655,5916,5739,37.4,2734,8921,1817
60502,23056,11080,11976,39.4,6104,16952,2622
60503,16660,7803,8857,35.4,5073,11587,1073
60504,39128,19485,19643,34.1,10566,28562,3092
60505,59466,30000,29466,33.5,16480,42986,6172
60506,50300,25747,24553,35.8,12027,38273,7056
60510,28393,14164,14229,38.6,7249,21144,4585
60511,1756,926,830,38.5,487,1269,283
60512,880,354,526,40.5,251,629,60
60513,19366,9177,10189,40.8,4518,14848,2571
60514,9691,4754,4937,41.4,2833,6858,1449
60515,29112,14146,14966,43.6,6489,22623,5755
60516,28617,14385,14232,42.6,5991,22626,5568
60517,33282,16605,16677,37.8,7725,25557,3944
60518,3514,1855,1659,43.9,699,2815,602
60519,70,45,25,64.9,8,62,34
60520,2927,1522,1405,38.7,797,2130,367
60521,18102,9134,8968,43,5658,12444,2869
60523,10179,4576,5603,56.1,1913,8266,3988
60525,31647,15373,16274,43.9,7561,24086,6317
60526,13468,6519,6949,41.5,3507,9961,2587
60527,28983,14583,14400,49.2,5416,23567,7684
60530,901,499,402,37.6,197,704,77
60531,2269,1128,1141,38.1,527,1742,262
60532,29135,15182,13953,38,5486,23649,4504
60534,10670,5243,5427,39.9,2565,8105,1913
60536,88,42,46,33.5,27,61,10
60537,551,318,233,42.9,142,409,87
60538,30101,15536,14565,33.3,8640,21461,3002
60539,246,183,63,52.4,49,197,0
60540,42756,21239,21517,41,9627,33129,7303
60541,3447,1585,1862,36.6,891,2556,439
60542,18105,8838,9267,41.5,3863,14242,2504
60543,40714,20262,20452,39.8,10665,30049,5329
60544,28073,13511,14562,40.2,6836,21237,5298
60545,13704,6960,6744,36.2,3147,10557,1596
60546,16470,8317,8153,41.1,4265,12205,3113
60548,12040,6480,5560,39,2666,9374,2404
60549,691,411,280,35.4,174,517,73
60550,1177,523,654,52.2,207,970,371
60551,4850,3340,1510,37.6,655,4195,565
60552,4538,2108,2430,40.2,971,3567,757
60553,666,341,325,41.3,158,508,98
60554,12029,6048,5981,44.7,3011,9018,2755
60555,14436,7192,7244,38.4,3083,11353,2282
60556,2216,1013,1203,36.4,634,1582,209
60557,218,130,88,56.5,0,218,38
60558,13557,6992,6565,42,4318,9239,1993
60559,24411,11463,12948,40.3,4823,19588,4371
60560,26932,13275,13657,34.9,7567,19365,3301
60561,22997,11352,11645,45.6,4002,18995,5404
60563,38702,18908,19794,36.6,9156,29546,5753
60564,46832,23133,23699,39.5,12623,34209,4729
60565,38942,19315,19627,42.5,9777,29165,6260
60585,24754,12557,12197,38.9,7031,17723,1846
60586,48029,23999,24030,33.2,13411,34618,3684
60601,16398,7701,8697,31.8,1154,15244,2046
60602,938,498,440,32.4,131,807,44
60603,1110,582,528,40,45,1065,207
60604,737,359,378,34.6,15,722,155
60605,34314,16869,17445,32.9,3119,31195,3928
60606,3513,1764,1749,35.2,111,3402,211
60607,28797,14454,14343,30.9,3046,25751,1376
60608,82749,46272,36477,34.1,14243,68506,9334
60609,63241,31345,31896,35.4,15345,47896,8009
60610,42904,20278,22626,32.3,3753,39151,6873
60611,35247,16970,18277,38.3,1940,33307,7535
60612,34459,16267,18192,34.2,7582,26877,3456
60613,51961,26362,25599,33.7,6111,45850,4812
60614,71701,35459,36242,31,10565,61136,6859
60615,42780,19805,22975,34.7,6791,35989,5944
60616,52707,25732,26975,37.6,7109,45598,8970
60617,83188,37931,45257,36.8,20629,62559,13578
60618,92235,46014,46221,35.4,19659,72576,8282
60619,60443,26115,34328,41.3,12544,47899,11630
60620,68330,30064,38266,39.1,15749,52581,12602
60621,26997,13287,13710,37.4,6325,20672,4106
60622,53944,27044,26900,32.2,7717,46227,3781
60623,76611,37043,39568,34.4,19314,57297,10902
60624,35664,16973,18691,34.8,8901,26763,4449
60625,80296,39525,40771,35.6,15826,64470,8156
60626,50135,24308,25827,35.7,7871,42264,5477
60628,61419,28230,33189,40.4,12607,48812,11071
60629,108997,53890,55107,32.9,28527,80470,14090
60630,55295,27516,27779,40.6,11018,44277,9404
60631,30418,14660,15758,40.9,7036,23382,5832
60632,86372,44456,41916,33.1,21798,64574,10555
60633,12440,6203,6237,37.5,2801,9639,1897
60634,75873,36586,39287,41.2,15445,60428,11159
60636,29833,14337,15496,37.4,6597,23236,5710
60637,51145,22639,28506,31.2,11437,39708,6613
60638,57799,29514,28285,38.3,13660,44139,8420
60639,85248,42530,42718,35.5,21709,63539,11237
60640,67317,34978,32339,37.4,8171,59146,8829
60641,68968,34592,34376,37.3,14906,54062,7999
60642,21444,11073,10371,32,1941,19503,1232
60643,48270,21957,26313,42.8,11173,37097,9570
60644,49445,23370,26075,35.6,13201,36244,6650
60645,48692,24821,23871,37.2,13154,35538,7104
60646,28770,13556,15214,41.3,6793,21977,5452
60647,85685,42415,43270,32.7,14481,71204,6742
60649,50143,22144,27999,37.5,10918,39225,8392
60651,65229,31129,34100,34.4,16828,48401,8222
60652,42223,20481,21742,38,9986,32237,5625
60653,34364,14430,19934,36.5,8482,25882,5450
60654,23475,11917,11558,32.4,1015,22460,1657
60655,28000,14034,13966,40.9,7027,20973,4184
60656,29180,15105,14075,40.8,5588,23592,4954
60657,71192,36495,34697,30.9,8894,62298,6292
60659,42621,21009,21612,36.7,11698,30923,5613
60660,42895,21769,21126,36.1,5368,37527,6079
60661,11513,5998,5515,32.1,780,10733,277
60706,24233,11977,12256,44.6,4737,19496,5059
60707,40845,19428,21417,40.5,8664,32181,6586
60712,13268,6497,6771,44.3,3141,10127,3764
60714,30857,15263,15594,47.1,5448,25409,8009
60803,22198,10961,11237,39.5,5158,17040,3774
60804,84189,41508,42681,33.4,22110,62079,8237
60805,19730,9414,10316,39.6,4904,14826,3065
60827,25538,11215,14323,30.2,8487,17051,2523
60901,33968,16553,17415,37.8,8173,25795,5554
60910,581,318,263,46.1,104,477,127
60911,1206,628,578,39.3,269,937,208
60912,565,327,238,39.8,126,439,116
60913,1457,685,772,55.9,211,1246,477
60914,28443,13782,14661,34.9,6394,22049,3981
60915,10081,4970,5111,36.6,1994,8087,1637
60917,407,189,218,46.9,65,342,77
60918,622,313,309,54.7,135,487,131
60919,517,240,277,34.8,92,425,95
60920,204,93,111,47.4,42,162,65
60921,1523,876,647,42,372,1151,234
60922,2557,1240,1317,36.1,632,1925,415
60924,1590,770,820,42,362,1228,389
60926,76,47,29,58.6,4,72,20
60927,2233,1083,1150,42.9,487,1746,445
60928,559,265,294,48.7,102,457,164
60929,624,277,347,43.7,125,499,125
60930,768,361,407,49.3,155,613,242
60931,594,320,274,36.5,182,412,104
60932,397,260,137,15.9,199,198,0
60933,300,150,150,41.3,72,228,70
60934,208,100,108,42.9,32,176,49
60935,1235,564,671,32,414,821,151
60936,4230,2123,2107,44.3,888,3342,767
60938,1718,841,877,44.7,336,1382,440
60939,0,0,0,-,0,0,0
60940,3399,1720,1679,38.1,1143,2256,558
60941,1639,857,782,41.7,395,1244,377
60942,5717,2848,2869,44.6,1211,4506,1150
60945,242,94,148,45.3,69,173,46
60946,401,161,240,35.6,99,302,50
60948,1741,910,831,49.2,386,1355,446
60949,517,258,259,33.7,126,391,60
60950,12081,6226,5855,46.6,2456,9625,2776
60951,759,429,330,43.4,143,616,155
60952,653,320,333,33.1,179,474,77
60953,2444,1150,1294,39.4,627,1817,471
60954,5612,3021,2591,40,1263,4349,1016
60955,1877,953,924,39.5,505,1372,282
60956,122,56,66,41.4,23,99,32
60957,5642,2967,2675,40.7,1317,4325,1104
60958,1476,675,801,52.9,239,1237,409
60959,938,471,467,53.8,109,829,190
60960,872,464,408,32.7,247,625,98
60961,898,430,468,47.6,226,672,193
60962,637,291,346,28.5,245,392,54
60963,1506,745,761,39.7,430,1076,261
60964,4887,2582,2305,44.2,1165,3722,1024
60966,1600,843,757,46.6,269,1331,288
60967,0,0,0,-,0,0,0
60968,516,249,267,40.3,154,362,103
60969,60,33,27,42.3,16,44,10
60970,6025,2877,3148,50.5,1061,4964,1415
60973,406,214,192,29.3,138,268,58
60974,310,152,158,41.2,87,223,59
61001,1289,600,689,53,216,1073,348
61006,1460,715,745,48.5,334,1126,366
61007,325,169,156,41.3,107,218,51
61008,34227,16975,17252,40.5,7946,26281,5944
61010,7399,3785,3614,39.4,1715,5684,1090
61011,2681,1462,1219,48.4,384,2297,487
61012,2424,1327,1097,30,655,1769,232
61013,621,339,282,49.6,109,512,165
61014,1064,573,491,50,153,911,151
61015,903,419,484,36.8,273,630,115
61016,5185,2610,2575,45.6,1226,3959,1050
61018,953,504,449,43.7,225,728,204
61019,3256,1508,1748,43.6,866,2390,892
61020,3170,1548,1622,34.8,1020,2150,352
61021,22593,12301,10292,43.7,4106,18487,4782
61024,2524,1317,1207,44.3,635,1889,474
61025,4465,2412,2053,52.6,726,3739,964
61027,102,55,47,26.5,40,62,8
61028,1639,801,838,51.3,268,1371,515
61030,2292,1006,1286,35.6,601,1691,376
61031,1745,810,935,42.7,348,1397,378
61032,29359,14056,15303,45.6,5828,23531,7004
61036,6796,3261,3535,58,1043,5753,2654
61037,105,35,70,69.4,9,96,59
61038,1233,700,533,39.1,303,930,260
61039,829,455,374,36.4,249,580,109
61041,1436,709,727,38.5,445,991,302
61042,428,272,156,43.1,61,367,95
61043,159,68,91,47.1,31,128,35
61044,235,116,119,35.9,71,164,5
61046,2659,1420,1239,49.6,480,2179,804
61047,1626,889,737,49.3,313,1313,243
61048,3851,2014,1837,46.6,954,2897,1003
61049,644,369,275,43.2,164,480,93
61050,357,194,163,51,52,305,57
61051,1549,825,724,40.4,349,1200,321
61052,1038,518,520,42.2,264,774,192
61053,2839,1341,1498,40.7,660,2179,656
61054,3633,1681,1952,48.2,966,2667,1163
61057,67,22,45,48.4,23,44,15
61059,176,120,56,42.5,29,147,19
61060,1482,793,689,43.2,338,1144,273
61061,6880,3410,3470,52.6,1177,5703,1749
61062,2015,1031,984,37.6,615,1400,293
61063,4144,2188,1956,41.7,975,3169,781
61064,3898,1971,1927,41.9,783,3115,803
61065,10681,5495,5186,36.3,2927,7754,1227
61067,604,305,299,62.1,20,584,263
61068,14862,7495,7367,39,3273,11589,2521
61070,1389,653,736,52.7,260,1129,407
61071,13766,6834,6932,41.4,3133,10633,2535
61072,11077,5357,5720,41.9,2399,8678,1870
61073,20567,10437,10130,38.2,5864,14703,3195
61074,4093,2145,1948,48.3,660,3433,1103
61075,1026,560,466,50.8,181,845,339
61077,118,61,57,-,0,118,0
61078,1255,572,683,38.6,364,891,293
61079,213,106,107,52.4,42,171,50
61080,10780,5092,5688,37.9,2712,8068,1632
61081,21138,10801,10337,44,4191,16947,4899
61084,3118,1555,1563,49.6,611,2507,616
61085,2923,1517,1406,48,594,2329,715
61087,1755,858,897,42.3,433,1322,398
61088,6094,3121,2973,46,1447,4647,1163
61089,575,288,287,50,88,487,176
61091,0,0,0,-,0,0,0
61101,20481,10003,10478,37.4,5672,14809,3278
61102,16875,8594,8281,34.5,4235,12640,2330
61103,23441,11336,12105,40.6,5301,18140,4602
61104,18306,9678,8628,34.9,4851,13455,2205
61107,29386,13886,15500,43.2,6285,23101,6866
61108,29673,14952,14721,39.7,6707,22966,6083
61109,26382,12623,13759,35.6,5941,20441,3870
61111,22756,10748,12008,36.5,4825,17931,4089
61112,113,65,48,84.2,0,113,94
61114,15017,7006,8011,48.3,2880,12137,4134
61115,22542,10990,11552,40.5,4893,17649,3722
61201,37838,18777,19061,35.3,8414,29424,6445
61230,932,480,452,38.6,263,669,162
61231,5158,2616,2542,44.3,1072,4086,1144
61232,1506,757,749,50.3,271,1235,249
61233,253,138,115,50.6,51,202,64
61234,1073,559,514,43.3,238,835,213
61235,1464,669,795,44.4,350,1114,347
61236,65,27,38,37.1,5,60,0
61237,0,0,0,-,0,0,0
61238,2985,1526,1459,40.9,642,2343,479
61239,1174,541,633,34.7,251,923,224
61240,5880,3090,2790,48.7,1280,4600,1441
61241,6775,3283,3492,43.4,1237,5538,1364
61242,1136,638,498,50.7,222,914,282
61243,277,148,129,49.9,26,251,42
61244,23239,11316,11923,40.3,5564,17675,4142
61250,2713,1309,1404,42.8,784,1929,568
61251,382,180,202,36.3,106,276,79
61252,5424,2707,2717,47.2,1139,4285,1146
61254,12103,6038,6065,44.1,2753,9350,2836
61256,2063,1014,1049,35.6,488,1575,416
61257,836,411,425,45.5,165,671,206
61258,188,109,79,42,48,140,26
61259,1379,712,667,52.5,238,1141,276
61260,595,318,277,44.9,100,495,167
61261,644,304,340,49.1,100,544,162
61262,734,344,390,44.4,165,569,169
61263,808,351,457,34.7,259,549,127
61264,9927,5009,4918,46.1,1998,7929,2431
61265,44006,21821,22185,39.2,10144,33862,8577
61270,7096,3527,3569,42.1,1656,5440,1458
61272,1357,629,728,36.2,420,937,203
61273,3175,1628,1547,37.6,944,2231,432
61274,269,138,131,53.5,26,243,62
61275,4393,2150,2243,46.6,1005,3388,878
61276,77,53,24,26.9,28,49,19
61277,2978,1486,1492,46.6,669,2309,683
61278,657,320,337,43.9,170,487,180
61279,944,478,466,41.8,200,744,244
61281,2553,1356,1197,49.4,502,2051,512
61282,8234,4052,4182,45,1546,6688,2035
61283,1422,785,637,41.7,381,1041,256
61284,1745,831,914,59.5,280,1465,630
61285,2661,1811,850,41.3,320,2341,494
61301,10380,5186,5194,40.8,2143,8237,2081
61310,3556,1864,1692,49.3,578,2978,853
61311,217,121,96,44.7,0,217,84
61312,433,218,215,48.7,87,346,79
61313,232,108,124,45.7,0,232,11
61314,889,462,427,48.3,203,686,121
61315,248,138,110,36.2,50,198,35
61316,196,103,93,41.5,36,160,41
61317,460,230,230,54.9,96,364,166
61318,620,320,300,40.5,140,480,117
61319,1297,712,585,52.6,177,1120,304
61320,675,317,358,41.8,171,504,156
61321,312,162,150,27.4,83,229,25
61322,1481,852,629,42.7,367,1114,262
61323,105,58,47,60.4,10,95,40
61324,85,53,32,55.1,13,72,16
61325,1028,583,445,39.1,196,832,204
61326,2083,1030,1053,41.2,452,1631,458
61327,1385,681,704,44.2,309,1076,164
61328,78,38,40,47,0,78,0
61329,1314,607,707,39.4,318,996,169
61330,1222,600,622,46.5,244,978,245
61331,0,0,0,-,0,0,0
61332,139,74,65,44.3,28,111,33
61333,270,139,131,44.7,62,208,61
61334,604,326,278,44,109,495,97
61335,362,189,173,43.3,79,283,110
61336,484,278,206,48.8,88,396,112
61337,500,228,272,33.6,136,364,63
61338,238,129,109,45.3,37,201,43
61340,480,276,204,44.4,115,365,95
61341,7196,3472,3724,44.2,1702,5494,1473
61342,8389,4186,4203,41.3,1848,6541,1704
61344,262,132,130,49.2,44,218,64
61345,701,376,325,47.7,113,588,123
61346,47,24,23,62.8,1,46,21
61348,4501,2360,2141,41,1008,3493,931
61349,1054,524,530,39.5,260,794,207
61350,24385,11899,12486,41.7,5613,18772,4375
61353,1238,606,632,34.5,348,890,201
61354,10422,4957,5465,46.9,2194,8228,2486
61356,10959,5162,5797,46.2,2138,8821,2922
61358,374,163,211,49.5,68,306,72
61359,431,203,228,44.6,97,334,135
61360,3379,1737,1642,43.2,798,2581,542
61361,1351,677,674,41,245,1106,187
61362,5855,2997,2858,43.4,1228,4627,1332
61363,300,157,143,44.3,69,231,66
61364,18245,9080,9165,42.2,3569,14676,4053
61367,902,441,461,27.9,257,645,105
61368,1314,697,617,40.6,300,1014,220
61369,1393,679,714,51.4,273,1120,387
61370,1168,659,509,41.8,248,920,201
61371,85,85,0,28.1,0,85,0
61372,269,141,128,32.3,71,198,30
61373,2117,1060,1057,44.7,523,1594,319
61374,46,16,30,73.1,5,41,28
61375,1163,676,487,52.1,219,944,311
61376,1960,966,994,45.3,372,1588,497
61377,1469,665,804,40.2,247,1222,356
61378,493,228,265,27,178,315,58
61379,1224,590,634,43.1,275,949,248
61401,30809,15172,15637,42.2,5723,25086,7104
61402,1748,1748,0,40.7,0,1748,45
61410,3730,1978,1752,39.4,982,2748,622
61411,346,151,195,42.1,77,269,33
61412,1154,592,562,50.2,248,906,274
61413,1012,579,433,46.2,247,765,231
61414,794,431,363,51.3,143,651,237
61415,1684,900,784,48.4,302,1382,338
61416,247,138,109,42.6,45,202,56
61417,237,99,138,50.6,5,232,61
61418,658,326,332,47.3,135,523,169
61419,151,65,86,62.1,17,134,51
61420,1002,559,443,41.7,184,818,231
61421,1407,714,693,43.8,330,1077,267
61422,3042,1461,1581,42.8,612,2430,594
61423,497,257,240,41.8,37,460,83
61424,34,19,15,61.8,4,30,3
61425,392,213,179,62.3,37,355,66
61426,105,44,61,29.6,12,93,0
61427,2095,1116,979,47.2,411,1684,463
61428,1162,506,656,49.4,292,870,279
61430,618,294,324,51.9,99,519,182
